Ensemble CD34 fAdrenal fHeart fKidney fLung fBrain IPS_19.7 IPS_19.11 IPS_6.9 fLung_Rt fLung_Lt fKidney_Rt mobCD34 fKidney_Lt fThymus fIntestine_Sm fIntestine_Lg CD3 CD8 CD4 CD14 CD19 fKidney_Rcortex fKidney_Rpelvis fMuscle_Leg fMuscle_Arm mobCD3
ENSG00000117643 -2.49969678085395 0 1.03898440230663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.46071237854731 0 0 0 0 0 0 0 0 0
ENSG00000162430 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000158008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000175087 2.01797120349189 -2.57907847034061 -1.89807171201101 0 0 6.29398215994678 0 0 -1.68299422672663 0 0 0 0 0 0 -0.945930668497218 0 0 0 0 -1.2058782858632 0 0 0 0 0 0
ENSG00000142684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000142675 0 -3.00001043585109 -2.2769440314981 0 0 -0.954757142854418 0 0 0 0 0 -1.14885380725822 0 0 0 4.65940291177383 2.721162505688 0 0 0 0 0 0 0 0 0 0
ENSG00000169442 44.3353991952352 -35.2719469661639 -39.0269950980421 0 -29.3266748373071 -41.2732927835353 0 0 0 -31.9323880006509 -31.4576396066172 -14.2810693693411 -4.84554331389347 -32.4600526233458 50.2162689038712 -23.4148000138913 -3.80506787830036 57.0675290186818 49.8002036682437 10.3436456765769 40.6279780449747 53.3962287702459 -33.1685459864765 -27.3363875953454 0 0 41.813150795081
ENSG00000117682 0 1.18156756916195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.18156756916195 0 0 0 0 0 0 0 0 0
ENSG00000198830 0 0 0 0 3.26474536934452 -1.32228762218189 0 0 0 1.1241219225239 1.09128182942841 0 0 0 6.29908994689599 0 0 -2.57700143636828 -2.7860225900967 0 -5.09392741954595 0 0 0 0 0 0
ENSG00000117676 2.66003324750761 0 -10.15413945824 -1.60821899198758 -4.15848011666723 -9.84558967165299 0 0 0 -4.2153225562866 -3.84691548365682 -4.72326465454391 0 -4.64298327454848 0 12.7972960566559 3.38714479118085 2.83439709686881 16.7725170654398 0 19.1792629092061 0 -4.83591060045513 -5.32751441148937 -4.27231194733093 0 0
ENSG00000117713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000060642 1.87977706482296 0 -1.72439078004178 0 0 -0.948045285644347 0 0 0 0 0 0 0 0 0 0 0 0.792659000863159 0 0 0 0 0 0 0 0 0
ENSG00000204160 0 0 -1.1726638323931 0 0 0 0 0 0 0 0 -1.34174462785366 0 0 0 -1.33447266485685 0 0 3.84888112510361 0 0 0 0 0 0 0 0
ENSG00000175793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000090273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000186501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000142765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000117758 -2.81870980728265 0 -1.32210914019451 0 -1.20398617101768 15.6190865997191 -2.44091689987613 -4.52978843563368 -2.41010493084782 0 -1.4335551366741 -1.27567227728057 0 0 0 3.17795408823407 0 0 -1.36219788914603 0 0 0 0 0 0 0 0
ENSG00000117751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000130770 0 0 0 0 -0.858002200937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.858002200937 0 0 0 0
ENSG00000130766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000130772 0.651272112057665 0 -1.70554897252607 0 -3.31647724019376 -1.76414324821828 0 0 0 -0.943935941507265 0 -0.924517877211517 0 -1.88695662507875 0 0 0 3.2428610306379 0.822157909652356 0 7.22253359598904 0 0 0 -1.39724474360132 0 0
ENSG00000180098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000162419 1.47377407526945 0 -2.41562328640565 0 0 0.755732416452713 0 0 0 0 0 0 0 0 0 -0.671965701839734 0 0 0 0 0.858082496523225 0 0 0 0 0 0
ENSG00000198492 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000116329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000159023 1.82500529918508 -2.32279650083681 -23.0191524737164 -8.06380133010577 -2.67107295200599 -0.143903705567921 0 0 0 -4.28038969926964 -4.05787717111362 -1.83716996986895 -13.6114704061478 -2.02129572658414 14.6256315840352 -0.462829622400842 0 37.7746049167076 22.5350440908296 6.29523193372321 0 2.61687030034339 -4.40589908019561 -2.22763931758495 -9.40585399389152 -9.99730092696972 2.85606475143565
ENSG00000060656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000121766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000142910 0 0 1.39288654962936 1.92272889974314 1.04284606124201 -4.3584615106145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000121764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000121774 0 0 0 0 0 0 0 0 0 0 0 0 0 0.911115613981378 0 0 0 0 0 0 -0.911115613981378 0 0 0 0 0 0
ENSG00000121775 0.786689076566157 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.786689076566157 0 0 0 0 0 0 0 0 0 0 0
ENSG00000025800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000084652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000084623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000182866 -12.7335837380925 -14.6215024635398 -13.8601108274549 -6.98253553694663 -14.4148666597932 -14.4325085405537 0 0 0 -13.9475494441822 -13.5474010842959 -7.37608680858533 -7.94309547354253 -13.5496709944247 53.7348910220148 -13.5914184050264 -13.780840456369 48.2209037291301 48.8896842009213 33.1856629927334 -7.10606231055943 0 -13.1597006814435 -14.1003300267185 -15.6745290807723 -8.16010133373445 34.9507519212355
ENSG00000116478 1.74731883758443 1.46339688610813 -1.3955765027644 1.5555709433052 1.80660287722736 -43.3727982644058 1.90026741364999 1.91425094231802 1.83821748219908 1.89088491623416 1.6360655803626 2.12237447455299 0 2.11348070282847 10.116946561432 3.08753186868325 2.01463108694144 1.98646212796065 1.86926957573898 1.79635054128977 -0.128266773086221 1.98311258334452 2.13662197488144 2.08872670696474 -2.06809199169692 -2.0148759425712 1.9115253909173
ENSG00000162521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000121905 -1.62296990045002 -1.91862355715006 -1.78708381948734 0 -2.02418324186149 30.6121751579769 0 0 0 -1.94744896299344 -1.63290101015099 -2.09546101554957 0 -2.1557229799045 -1.73872002613363 -2.14591661911712 -2.07596296079967 -1.63195820492593 -1.55948442685369 0 0 0 -1.97510629586328 -1.92254341668366 -2.37808872005251 0 0
ENSG00000160094 0 -1.94206873754093 0 0 4.63929434871121 5.32493035363405 0 0 0 0 0 0 0 0 0 -1.70027209248248 0 0 -1.81841845452871 0 -1.82090650718484 -2.68255891060829 0 0 0 0 0
ENSG00000121903 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000142698 0 0 0 0 0 0 0 0 2.05910805994035 0 0 0 0 0 0 -2.05910805994035 0 0 0 0 0 0 0 0 0 0 0
ENSG00000146463 0 0 0 0 1.24450860578314 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.24450860578314 0 0 0 0 0 0 0 0
ENSG00000020129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000134698 3.01523529887747 -5.52010529243519 1.38572674502428 -6.98981305346187 -1.19464721260066 7.74216589833031 -4.59989959508946 -4.59635479016511 -2.29748809205555 0 -1.35700797743609 -1.46941403664328 0 0 0 -1.39985558775202 0 0 0 0 17.2814576954072 0 0 0 0 0 0
ENSG00000092847 0.632700929733325 0 -4.12323571477049 -3.0249445967926 0 0.813537879161093 0 2.86075091423981 2.84119058842887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000126070 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000092850 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000116863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000116871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000054118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
