comp0_NID	IW_ID	Ensemble	HUGO

10630	19344	ENSG00000166986	MARS

10631	19345	ENSG00000147439	BIN3

10632	19347	ENSG00000006576	PHTF2

10633	19348	ENSG00000172936	MYD88

10634	19352	ENSG00000170162	VGLL2

10635	19353	ENSG00000131142	CCL25

10636	19354	ENSG00000154474	KBTBD10

10637	19355	ENSG00000078687	TNRC6C

10638	19357	ENSG00000170271	C5orf4

10639	19358	ENSG00000206284	ENSG00000206284

10640	19363	ENSG00000175582	RAB6A

10641	19364	ENSG00000131061	ZNF341

10642	19365	ENSG00000205941	ENSG00000205941

10643	19366	ENSG00000125952	MAX

10644	19368	ENSG00000152034	MCHR2

10645	19370	ENSG00000113272	THG1L

10646	19372	ENSG00000189339	SLC35E2B

10647	19373	ENSG00000121903	ZSCAN20

10648	19376	ENSG00000135549	PKIB

10649	19377	ENSG00000156564	LRFN2

10650	19378	ENSG00000102921	N4BP1

10651	19380	ENSG00000180329	CCDC43

10652	19381	ENSG00000176108	CHMP6

10653	19382	ENSG00000078399	HOXA9

10654	19384	ENSG00000163909	HEYL

10655	19388	ENSG00000126698	DNAJC8

10656	19389	ENSG00000169562	GJB1

10657	19391	ENSG00000092108	SCFD1

10658	19392	ENSG00000128845	DYX1C1

10659	19393	ENSG00000072864	NDE1

10660	19394	ENSG00000088205	DDX18

10661	19395	ENSG00000077147	TM9SF3

10662	19396	ENSG00000140525	FANCI

10663	19397	ENSG00000142544	ATPBD3

10664	19400	ENSG00000154328	NEIL2

10665	19402	ENSG00000168229	PTGDR

10666	19405	ENSG00000189369	GSPT2

10667	19406	ENSG00000104818	CGB2

10668	19407	ENSG00000197846	HIST1H2BF

10669	19408	ENSG00000141682	PMAIP1

10670	19410	ENSG00000140332	TLE3

10671	19411	ENSG00000152592	DMP1

10672	19412	ENSG00000183034	OTOP2

10673	19413	ENSG00000065328	MCM10

10674	19415	ENSG00000097007	ABL1

10675	19416	ENSG00000141325	CCDC45

10676	19419	ENSG00000138798	EGF

10677	19420	ENSG00000048140	TSPAN17

10678	19422	ENSG00000132329	RAMP1

10679	19423	ENSG00000136051	KIAA1033

10680	19425	ENSG00000173726	TOMM20

10681	19428	ENSG00000133488	SEC14L4

10682	19429	ENSG00000169910	ASL

10683	19430	ENSG00000160716	CHRNB2

10684	19431	ENSG00000147443	DOK2

10685	19432	ENSG00000160284	C21orf56

10686	19434	ENSG00000048162	NOP16

10687	19435	ENSG00000004948	CALCR

10688	19437	ENSG00000168995	SIGLEC7

10689	19440	ENSG00000172336	POP7

10690	19441	ENSG00000041802	LSG1

10691	19442	ENSG00000036672	USP2

10692	19446	ENSG00000123444	KBTBD4

10693	19447	ENSG00000065000	AP3D1

10694	19448	ENSG00000204434	ACTBL3

10695	19449	ENSG00000111596	CNOT2

10696	19450	ENSG00000101333	PLCB4

10697	19452	ENSG00000166347	CYB5A

10698	19455	ENSG00000182704	TSKU

10699	19458	ENSG00000080910	CFHR1

10700	19459	ENSG00000011275	RNF216

10701	19462	ENSG00000143418	LASS2

10702	19467	ENSG00000164821	DEFA4

10703	19468	ENSG00000155657	TTN

10704	19469	ENSG00000214026	MRPL23

10705	19471	ENSG00000125851	PCSK2

10706	19472	ENSG00000140350	ANP32A

10707	19474	ENSG00000006062	MAP3K14

10708	19475	ENSG00000203350	ENSG00000203350

10709	19476	ENSG00000137992	DBT

10710	19477	ENSG00000118246	FASTKD2

10711	19480	ENSG00000139352	ASCL1

10712	19485	ENSG00000125965	GDF5

10713	19486	ENSG00000139269	INHBE

10714	19487	ENSG00000188428	MUTED

10715	19488	ENSG00000142207	URB1

10716	19490	ENSG00000161574	CCL15

10717	19491	ENSG00000180332	KCTD4

10718	19493	ENSG00000130477	UNC13A

10719	19494	ENSG00000090020	SLC9A1

10720	19495	ENSG00000138495	COX17

10721	19496	ENSG00000169385	RNASE2

10722	19497	ENSG00000119820	YIPF4

10723	19498	ENSG00000198856	OSTC

10724	19499	ENSG00000174564	IL20RB

10725	19500	ENSG00000105866	SP4

10726	19503	ENSG00000187189	TSPYL4

10727	19504	ENSG00000068971	PPP2R5B

10728	19505	ENSG00000039068	CDH1

10729	19506	ENSG00000206115	MDS1

10730	19507	ENSG00000153487	ING1

10731	19508	ENSG00000206289	ENSG00000206289

10732	19510	ENSG00000116752	BCAS2

10733	19511	ENSG00000166257	SCN3B

10734	19517	ENSG00000169592	INO80E

10735	19520	ENSG00000112234	FBXL4

10736	19522	ENSG00000107560	RAB11FIP2

10737	19525	ENSG00000085840	ORC1L

10738	19528	ENSG00000112498	ENSG00000112498

10739	19529	ENSG00000060138	CSDA

10740	19530	ENSG00000162733	DDR2

10741	19531	ENSG00000137841	PLCB2

10742	19532	ENSG00000187558	PPP1R2P2

10743	19534	ENSG00000153208	MERTK

10744	19535	ENSG00000162298	SYVN1

10745	19536	ENSG00000175564	UCP3

10746	19538	ENSG00000153976	HS3ST3A1

10747	19539	ENSG00000134775	FHOD3

10748	19540	ENSG00000100591	AHSA1

10749	19542	ENSG00000153774	CFDP1

10750	19543	ENSG00000185736	ADARB2

10751	19545	ENSG00000187516	CXorf27

10752	19547	ENSG00000160087	UBE2J2

10753	19550	ENSG00000112343	TRIM38

10754	19556	ENSG00000188910	GJB3

10755	19557	ENSG00000175646	PRM1

10756	19559	ENSG00000149115	TNKS1BP1

10757	19560	ENSG00000159251	ACTC1

10758	19563	ENSG00000115109	EPB41L5

10759	19564	ENSG00000188846	RPL14

10760	19565	ENSG00000177143	CETN1

10761	19566	ENSG00000132182	NUP210

10762	19567	ENSG00000140264	SERF2

10763	19570	ENSG00000146555	SDK1

10764	19572	ENSG00000089123	TASP1

10765	19574	ENSG00000171262	FAM98B

10766	19575	ENSG00000204070	DBNDD2

10767	19577	ENSG00000070501	POLB

10768	19579	ENSG00000154415	PPP1R3A

10769	19580	ENSG00000154743	TSEN2

10770	19581	ENSG00000122882	ECD

10771	19582	ENSG00000170775	GPR37

10772	19583	ENSG00000079999	KEAP1

10773	19586	ENSG00000177791	MYOZ1

10774	19587	ENSG00000095303	PTGS1

10775	19591	ENSG00000206430	ENSG00000206430

10776	19592	ENSG00000177427	SMCR7

10777	19593	ENSG00000175938	ORAI3

10778	19594	ENSG00000196642	C9orf86

10779	19595	ENSG00000074047	GLI2

10780	19600	ENSG00000140199	SLC12A6

10781	19601	ENSG00000162374	ELAVL4

10782	19602	ENSG00000164933	SLC25A32

10783	19603	ENSG00000102547	CAB39L

10784	19606	ENSG00000161544	CYGB

10785	19607	ENSG00000115163	CENPA

10786	19609	ENSG00000105617	LENG1

10787	19610	ENSG00000187800	PEAR1

10788	19611	ENSG00000204568	MRPS18B

10789	19612	ENSG00000036549	ZZZ3

10790	19613	ENSG00000065534	MYLK

10791	19617	ENSG00000132130	LHX1

10792	19618	ENSG00000152377	SPOCK1

10793	19622	ENSG00000138433	CIR

10794	19623	ENSG00000091622	PITPNM3

10795	19625	ENSG00000148158	SNX30

10796	19626	ENSG00000115307	AUP1

10797	19629	ENSG00000175931	UBE2O

10798	19632	ENSG00000140682	TGFB1I1

10799	19642	ENSG00000074071	MRPS34

10800	19644	ENSG00000184014	DENND5A

10801	19645	ENSG00000139219	COL2A1

10802	19646	ENSG00000183570	PCBP3

10803	19647	ENSG00000100288	CHKB

10804	19648	ENSG00000133710	SPINK5

10805	19649	ENSG00000112079	STK38

10806	19651	ENSG00000131828	PDHA1

10807	19652	ENSG00000167395	ZNF646

10808	19653	ENSG00000178913	TAF7

10809	19655	ENSG00000148965	SAA4

10810	19658	ENSG00000174804	FZD4

10811	19659	ENSG00000168830	HTR1E

10812	19661	ENSG00000101162	TUBB1

10813	19662	ENSG00000150337	FCGR1A

10814	19663	ENSG00000136930	PSMB7

10815	19666	ENSG00000161960	EIF4A1

10816	19667	ENSG00000164944	KIAA1429

10817	19668	ENSG00000107036	KIAA1432

10818	19670	ENSG00000185436	IL28RA

10819	19671	ENSG00000126970	ZC4H2

10820	19672	ENSG00000203896	LIME1

10821	19675	ENSG00000137962	ARHGAP29

10822	19676	ENSG00000125651	GTF2F1

10823	19682	ENSG00000163482	STK36

10824	19683	ENSG00000156650	MYST4

10825	19684	ENSG00000125378	BMP4

10826	19685	ENSG00000143952	VPS54

10827	19686	ENSG00000103966	EHD4

10828	19689	ENSG00000108389	MTMR4

10829	19690	ENSG00000005961	ITGA2B

10830	19691	ENSG00000065978	YBX1

10831	19694	ENSG00000166164	BRD7

10832	19695	ENSG00000110448	CD5

10833	19697	ENSG00000113369	ARRDC3

10834	19698	ENSG00000110318	KIAA1377

10835	19699	ENSG00000110455	ACCS

10836	19701	ENSG00000066926	FECH

10837	19702	ENSG00000181029	TRAPPC5

10838	19703	ENSG00000162227	TAF6L

10839	19704	ENSG00000120265	PCMT1

10840	19705	ENSG00000105516	DBP

10841	19707	ENSG00000090975	PITPNM2

10842	19708	ENSG00000135999	EPC2

10843	19710	ENSG00000198569	SLC34A3

10844	19712	ENSG00000119487	MAPKAP1

10845	19713	ENSG00000124097	HMGB1L1

10846	19715	ENSG00000131721	RHOXF2

10847	19717	ENSG00000148384	INPP5E

10848	19718	ENSG00000178568	ERBB4

10849	19722	ENSG00000157103	SLC6A1

10850	19723	ENSG00000112541	PDE10A

10851	19724	ENSG00000156194	PPEF2

10852	19725	ENSG00000167103	PIP5KL1

10853	19730	ENSG00000030419	IKZF2

10854	19731	ENSG00000034063	UHRF1

10855	19732	ENSG00000185085	INTS5

10856	19733	ENSG00000075213	SEMA3A

10857	19735	ENSG00000113810	SMC4

10858	19736	ENSG00000110777	POU2AF1

10859	19737	ENSG00000100567	PSMA3

10860	19740	ENSG00000151304	SRFBP1

10861	19743	ENSG00000143321	HDGF

10862	19746	ENSG00000117009	KMO

10863	19747	ENSG00000143995	MEIS1

10864	19748	ENSG00000169813	HNRNPF

10865	19750	ENSG00000119718	EIF2B2

10866	19751	ENSG00000180958	ENSG00000180958

10867	19752	ENSG00000102738	MRPS31

10868	19754	ENSG00000132603	NIP7

10869	19755	ENSG00000077238	IL4R

10870	19758	ENSG00000064652	SNX24

10871	19761	ENSG00000155621	C9orf85

10872	19764	ENSG00000026103	FAS

10873	19765	ENSG00000163501	IHH

10874	19766	ENSG00000087008	ACOX3

10875	19767	ENSG00000013810	TACC3

10876	19768	ENSG00000036473	OTC

10877	19769	ENSG00000160224	AIRE

10878	19770	ENSG00000104228	TRIM35

10879	19772	ENSG00000101856	PGRMC1

10880	19774	ENSG00000089053	ANAPC5

10881	19775	ENSG00000082074	FYB

10882	19780	ENSG00000166848	TERF2IP

10883	19781	ENSG00000145242	EPHA5

10884	19782	ENSG00000162244	RPL29

10885	19783	ENSG00000168209	DDIT4

10886	19784	ENSG00000132781	MUTYH

10887	19788	ENSG00000115661	STK16

10888	19793	ENSG00000124440	HIF3A

10889	19794	ENSG00000166012	TAF1D

10890	19795	ENSG00000139180	NDUFA9

10891	19796	ENSG00000121310	ECHDC2

10892	19798	ENSG00000168827	GFM1

10893	19800	ENSG00000124067	SLC12A4

10894	19801	ENSG00000170486	KRT72

10895	19802	ENSG00000164466	SFXN1

10896	19805	ENSG00000161217	PCYT1A

10897	19806	ENSG00000197728	RPS26

10898	19808	ENSG00000105357	MYH14

10899	19809	ENSG00000165392	WRN

10900	19812	ENSG00000172023	REG1B

10901	19813	ENSG00000113763	UNC5A

10902	19815	ENSG00000130038	EFCAB4B

10903	19816	ENSG00000174775	HRAS

10904	19819	ENSG00000146856	AGBL3

10905	19821	ENSG00000169891	REPS2

10906	19824	ENSG00000174115	TBC1D3D

10907	19825	ENSG00000160678	S100A1

10908	19827	ENSG00000058335	RASGRF1

10909	19828	ENSG00000131470	PSMC3IP

10910	19829	ENSG00000138385	SSB

10911	19830	ENSG00000129933	KIAA0892

10912	19832	ENSG00000136448	NMT1

10913	19833	ENSG00000134504	KCTD1

10914	19834	ENSG00000174460	ZCCHC12

10915	19836	ENSG00000197045	GMFB

10916	19837	ENSG00000110063	DCPS

10917	19838	ENSG00000077348	EXOSC5

10918	19841	ENSG00000135823	STX6

10919	19843	ENSG00000063177	RPL18

10920	19844	ENSG00000163904	SENP2

10921	19846	ENSG00000181090	EHMT1

10922	19849	ENSG00000143621	ILF2

10923	19850	ENSG00000196415	PRTN3

10924	19851	ENSG00000113319	RASGRF2

10925	19852	ENSG00000198794	SCAMP5

10926	19857	ENSG00000206240	LOC100294276

10927	19858	ENSG00000170293	CMTM8

10928	19862	ENSG00000155660	PDIA4

10929	19863	ENSG00000186847	KRT14

10930	19864	ENSG00000147509	RGS20

10931	19865	ENSG00000112818	MEP1A

10932	19866	ENSG00000163714	SR140

10933	19867	ENSG00000160307	S100B

10934	19868	ENSG00000107672	NSMCE4A

10935	19870	ENSG00000198492	YTHDF2

10936	19871	ENSG00000124225	PMEPA1

10937	19872	ENSG00000133313	CNDP2

10938	19873	ENSG00000187621	TCL6

10939	19876	ENSG00000166266	CUL5

10940	19878	ENSG00000136011	STAB2

10941	19880	ENSG00000100031	GGT1

10942	19881	ENSG00000101945	SUV39H1

10943	19882	ENSG00000007952	NOX1

10944	19883	ENSG00000104885	DOT1L

10945	19885	ENSG00000119523	ALG2

10946	19886	ENSG00000108947	EFNB3

10947	19887	ENSG00000106258	CYP3A5

10948	19888	ENSG00000130595	TNNT3

10949	19890	ENSG00000126814	TRMT5

10950	19892	ENSG00000051108	HERPUD1

10951	19893	ENSG00000138119	MYOF

10952	19894	ENSG00000132507	EIF5A

10953	19895	ENSG00000144136	SLC20A1

10954	19897	ENSG00000134318	ROCK2

10955	19900	ENSG00000076864	RAP1GAP

10956	19901	ENSG00000106018	VIPR2

10957	19902	ENSG00000214409	ENSG00000214409

10958	19904	ENSG00000069966	GNB5

10959	19907	ENSG00000168242	HIST1H2BI

10960	19910	ENSG00000131791	PRKAB2

10961	19911	ENSG00000169507	SLC38A11

10962	19912	ENSG00000105063	SAPS1

10963	19913	ENSG00000119328	C9orf6

10964	19914	ENSG00000102908	NFAT5

10965	19915	ENSG00000128708	HAT1

10966	19916	ENSG00000090447	TFAP4

10967	19918	ENSG00000115221	ITGB6

10968	19922	ENSG00000121058	COIL

10969	19923	ENSG00000006606	CCL26

10970	19925	ENSG00000167771	RCOR2

10971	19927	ENSG00000152284	TCF7L1

10972	19929	ENSG00000163029	SMC6

10973	19930	ENSG00000105371	ICAM4

10974	19932	ENSG00000121964	GTDC1

10975	19933	ENSG00000137261	KIAA0319

10976	19934	ENSG00000197321	SVIL

10977	19935	ENSG00000009954	BAZ1B

10978	19936	ENSG00000083937	CHMP2B

10979	19939	ENSG00000185666	SYN3

10980	19941	ENSG00000018610	CXorf56

10981	19943	ENSG00000138629	UBL7

10982	19944	ENSG00000131051	RBM39

10983	19946	ENSG00000107951	MTPAP

10984	19950	ENSG00000119421	NDUFA8

10985	19951	ENSG00000140093	SERPINA10

10986	19954	ENSG00000171587	DSCAM

10987	19957	ENSG00000165304	MELK

10988	19959	ENSG00000115020	PIKFYVE

10989	19961	ENSG00000168398	BDKRB2

10990	19962	ENSG00000151465	CDC123

10991	19965	ENSG00000162928	PEX13

10992	19966	ENSG00000054267	ARID4B

10993	19967	ENSG00000169299	PGM2

10994	19969	ENSG00000077498	TYR

10995	19971	ENSG00000058272	PPP1R12A

10996	19972	ENSG00000135862	LAMC1

10997	19973	ENSG00000163637	PRICKLE2

10998	19975	ENSG00000135414	GDF11

10999	19976	ENSG00000068793	CYFIP1

11000	19977	ENSG00000008382	MPND

11001	19978	ENSG00000119938	PPP1R3C

11002	19980	ENSG00000160349	LCN1

11003	19982	ENSG00000204632	HLA-G

11004	19984	ENSG00000175536	LIPT2

11005	19985	ENSG00000148187	MRRF

11006	19986	ENSG00000102241	HTATSF1

11007	19987	ENSG00000108469	RECQL5

11008	19989	ENSG00000165689	SDCCAG3

11009	19991	ENSG00000118777	ABCG2

11010	19992	ENSG00000172572	PDE3A

11011	19993	ENSG00000177156	TALDO1

11012	19994	ENSG00000115592	PRKAG3

11013	19995	ENSG00000164708	PGAM2

11014	19998	ENSG00000129158	SERGEF

11015	19999	ENSG00000128564	VGF

11016	20001	ENSG00000123201	GUCY1B2

11017	20002	ENSG00000162402	USP24

11018	20004	ENSG00000214296	ENSG00000214296

11019	20009	ENSG00000177380	PPFIA3

11020	20010	ENSG00000112118	MCM3

11021	20012	ENSG00000134905	CARS2

11022	20013	ENSG00000120158	RCL1

11023	20014	ENSG00000105499	PLA2G4C

11024	20015	ENSG00000070759	TESK2

11025	20016	ENSG00000198258	UBL5

11026	20017	ENSG00000134152	C15orf29

11027	20022	ENSG00000206181	TCEB3B

11028	20023	ENSG00000166825	ANPEP

11029	20025	ENSG00000197587	DMBX1

11030	20026	ENSG00000105483	CARD8

11031	20028	ENSG00000196285	LOC440926

11032	20029	ENSG00000139154	AEBP2

11033	20031	ENSG00000039560	RAI14

11034	20032	ENSG00000011258	MBTD1

11035	20033	ENSG00000102572	STK24

11036	20034	ENSG00000197562	RAB40C

11037	20035	ENSG00000165131	C7orf34

11038	20037	ENSG00000136944	LMX1B

11039	20038	ENSG00000121570	DPPA4

11040	20039	ENSG00000156384	C10orf78

11041	20040	ENSG00000170262	MRAP

11042	20042	ENSG00000163848	ZNF148

11043	20044	ENSG00000187855	ASCL4

11044	20045	ENSG00000182490	ENSG00000182490

11045	20048	ENSG00000204217	BMPR2

11046	20052	ENSG00000125995	ROMO1

11047	20054	ENSG00000177189	RPS6KA3

11048	20056	ENSG00000125414	MYH2

11049	20059	ENSG00000206334	ENSG00000206334

11050	20060	ENSG00000154478	GPR26

11051	20063	ENSG00000106038	EVX1

11052	20065	ENSG00000113360	RNASEN

11053	20067	ENSG00000196459	TRAPPC2

11054	20068	ENSG00000096150	ENSG00000096150

11055	20069	ENSG00000135336	ORC3L

11056	20070	ENSG00000156509	FBXO43

11057	20071	ENSG00000150510	FAM124A

11058	20072	ENSG00000039650	PNKP

11059	20074	ENSG00000172456	FGGY

11060	20075	ENSG00000185596	WASH1

11061	20076	ENSG00000153815	CMIP

11062	20077	ENSG00000180304	OAZ2

11063	20078	ENSG00000134369	NAV1

11064	20080	ENSG00000123700	KCNJ2

11065	20081	ENSG00000185608	MRPL40

11066	20082	ENSG00000138801	PAPSS1

11067	20083	ENSG00000127914	AKAP9

11068	20087	ENSG00000107829	FBXW4

11069	20089	ENSG00000213741	RPS29

11070	20092	ENSG00000115263	GCG

11071	20093	ENSG00000184305	FAM190A

11072	20095	ENSG00000196101	HLA-DRB3

11073	20096	ENSG00000116996	ZP4

11074	20098	ENSG00000082641	NFE2L1

11075	20100	ENSG00000111981	ULBP1

11076	20102	ENSG00000186732	MPPED1

11077	20105	ENSG00000069869	NEDD4

11078	20107	ENSG00000166068	SPRED1

11079	20109	ENSG00000174718	C12orf35

11080	20111	ENSG00000090266	NDUFB2

11081	20112	ENSG00000112473	SLC39A7

11082	20113	ENSG00000131773	KHDRBS3

11083	20114	ENSG00000167371	PRRT2

11084	20115	ENSG00000128607	KLHDC10

11085	20116	ENSG00000204348	DOM3Z

11086	20118	ENSG00000104093	DMXL2

11087	20119	ENSG00000197343	ZNF655

11088	20121	ENSG00000077984	CST7

11089	20122	ENSG00000087245	MMP2

11090	20124	ENSG00000133318	RTN3

11091	20126	ENSG00000198815	FOXJ3

11092	20127	ENSG00000198780	FAM169A

11093	20128	ENSG00000114857	NKTR

11094	20129	ENSG00000132424	SFRS18

11095	20132	ENSG00000101216	GMEB2

11096	20134	ENSG00000182899	RPL35A

11097	20135	ENSG00000139644	TMBIM6

11098	20136	ENSG00000152684	PELO

11099	20140	ENSG00000164093	PITX2

11100	20144	ENSG00000163810	TGM4

11101	20145	ENSG00000204965	PCDHA5

11102	20147	ENSG00000123545	NDUFAF4

11103	20148	ENSG00000215755	ENSG00000215755

11104	20150	ENSG00000148824	MTG1

11105	20152	ENSG00000087302	C14orf166

11106	20155	ENSG00000132016	C19orf57

11107	20156	ENSG00000082805	ERC1

11108	20160	ENSG00000165322	ARHGAP12

11109	20161	ENSG00000123064	DDX54

11110	20162	ENSG00000158856	EPB49

11111	20163	ENSG00000141576	RNF157

11112	20165	ENSG00000038358	EDC4

11113	20166	ENSG00000198637	ENSG00000198637

11114	20167	ENSG00000124713	GNMT

11115	20168	ENSG00000155111	CDC2L6

11116	20175	ENSG00000082212	ME2

11117	20178	ENSG00000133250	ZNF414

11118	20181	ENSG00000182628	FAM33A

11119	20182	ENSG00000116906	GNPAT

11120	20183	ENSG00000160219	GAB3

11121	20186	ENSG00000137103	C9orf127

11122	20188	ENSG00000013364	MVP

11123	20189	ENSG00000155100	OTUD6B

11124	20190	ENSG00000183255	PTTG1IP

11125	20191	ENSG00000198089	SFI1

11126	20193	ENSG00000104450	SPAG1

11127	20194	ENSG00000124172	ATP5E

11128	20195	ENSG00000133026	MYH10

11129	20197	ENSG00000163660	CCNL1

11130	20198	ENSG00000110436	SLC1A2

11131	20199	ENSG00000183941	HIST2H4A

11132	20201	ENSG00000165556	CDX2

11133	20202	ENSG00000197238	HIST1H4J

11134	20205	ENSG00000183054	RGPD6

11135	20207	ENSG00000160570	DEDD2

11136	20208	ENSG00000148773	MKI67

11137	20211	ENSG00000170423	KRT78

11138	20213	ENSG00000140386	SCAPER

11139	20214	ENSG00000118702	GHRH

11140	20217	ENSG00000171129	HSFX1

11141	20218	ENSG00000152359	C5orf37

11142	20220	ENSG00000143437	ARNT

11143	20224	ENSG00000134590	FAM127A

11144	20226	ENSG00000111726	CMAS

11145	20227	ENSG00000163517	HDAC11

11146	20230	ENSG00000111229	ARPC3

11147	20231	ENSG00000135409	AMHR2

11148	20235	ENSG00000141551	CSNK1D

11149	20241	ENSG00000143337	TOR1AIP1

11150	20243	ENSG00000186591	UBE2H

11151	20244	ENSG00000106341	C7orf16

11152	20245	ENSG00000213366	GSTM2

11153	20246	ENSG00000143498	TAF1A

11154	20249	ENSG00000145321	GC

11155	20251	ENSG00000163510	CWC22

11156	20254	ENSG00000153130	SCOC

11157	20255	ENSG00000129245	FXR2

11158	20258	ENSG00000183770	FOXL2

11159	20260	ENSG00000109689	STIM2

11160	20261	ENSG00000196136	SERPINA3

11161	20262	ENSG00000054118	THRAP3

11162	20264	ENSG00000128272	ATF4

11163	20265	ENSG00000063245	EPN1

11164	20266	ENSG00000134954	ETS1

11165	20268	ENSG00000017427	IGF1

11166	20269	ENSG00000160208	RRP1B

11167	20270	ENSG00000187008	PKD1L3

11168	20272	ENSG00000074695	LMAN1

11169	20273	ENSG00000180871	IL8RB

11170	20276	ENSG00000104237	RP1

11171	20277	ENSG00000153822	KCNJ16

11172	20278	ENSG00000197958	RPL12

11173	20281	ENSG00000086827	ZW10

11174	20282	ENSG00000132432	SEC61G

11175	20283	ENSG00000184897	H1FX

11176	20285	ENSG00000115216	NRBP1

11177	20287	ENSG00000170624	SGCD

11178	20289	ENSG00000166192	SENP8

11179	20290	ENSG00000114544	SLC41A3

11180	20291	ENSG00000167705	RILP

11181	20293	ENSG00000114166	KAT2B

11182	20294	ENSG00000112992	NNT

11183	20295	ENSG00000119138	KLF9

11184	20296	ENSG00000158481	CD1C

11185	20298	ENSG00000139597	N4BP2L1

11186	20300	ENSG00000138080	EMILIN1

11187	20301	ENSG00000106333	PCOLCE

11188	20305	ENSG00000159086	C21orf66

11189	20306	ENSG00000106003	LFNG

11190	20307	ENSG00000174996	KLC2

11191	20308	ENSG00000163631	ALB

11192	20309	ENSG00000126822	PLEKHG3

11193	20312	ENSG00000171533	MAP6

11194	20314	ENSG00000100360	RABL4

11195	20315	ENSG00000174928	C3orf33

11196	20317	ENSG00000101294	HM13

11197	20320	ENSG00000154553	PDLIM3

11198	20322	ENSG00000136492	BRIP1

11199	20323	ENSG00000069702	TGFBR3

11200	20324	ENSG00000169139	UBE2V2

11201	20326	ENSG00000154518	ATP5G3

11202	20328	ENSG00000110321	EIF4G2

11203	20330	ENSG00000178562	CD28

11204	20331	ENSG00000153094	BCL2L11

11205	20332	ENSG00000206265	ENSG00000206265

11206	20333	ENSG00000074603	DPP8

11207	20335	ENSG00000132518	GUCY2D

11208	20336	ENSG00000215639	ENSG00000215639

11209	20338	ENSG00000080345	RIF1

11210	20340	ENSG00000006118	TMEM132A

11211	20341	ENSG00000134852	CLOCK

11212	20342	ENSG00000189091	SF3B3

11213	20343	ENSG00000141342	PLEKHM1

11214	20344	ENSG00000137502	RAB30

11215	20345	ENSG00000106268	NUDT1

11216	20346	ENSG00000129757	CDKN1C

11217	20348	ENSG00000184702	SEPT5

11218	20350	ENSG00000137960	GIPC2

11219	20351	ENSG00000187899	ENSG00000187899

11220	20352	ENSG00000152104	PTPN14

11221	20353	ENSG00000087266	SH3BP2

11222	20354	ENSG00000176890	TYMS

11223	20355	ENSG00000136267	DGKB

11224	20359	ENSG00000183779	ZNF703

11225	20360	ENSG00000099203	TMED1

11226	20362	ENSG00000215137	ENSG00000215137

11227	20365	ENSG00000124232	RBPJL

11228	20367	ENSG00000206460	ENSG00000206460

11229	20370	ENSG00000120696	KBTBD7

11230	20371	ENSG00000079102	RUNX1T1

11231	20372	ENSG00000128829	EIF2AK4

11232	20374	ENSG00000197102	DYNC1H1

11233	20376	ENSG00000123576	ESX1

11234	20377	ENSG00000177105	RHOG

11235	20378	ENSG00000169136	ATF5

11236	20379	ENSG00000092098	RNF31

11237	20380	ENSG00000166793	YPEL4

11238	20382	ENSG00000118997	DNAH7

11239	20383	ENSG00000213988	ZNF253

11240	20384	ENSG00000150961	SEC24D

11241	20386	ENSG00000153767	GTF2E1

11242	20388	ENSG00000138031	ADCY3

11243	20395	ENSG00000149927	DOC2A

11244	20397	ENSG00000108963	DPH1

11245	20402	ENSG00000184182	UBE2F

11246	20404	ENSG00000003147	ICA1

11247	20405	ENSG00000205020	CCL4L1

11248	20407	ENSG00000182660	ENSG00000182660

11249	20408	ENSG00000136891	TEX10

11250	20412	ENSG00000136643	RPS6KC1

11251	20413	ENSG00000106069	CHN2

11252	20414	ENSG00000117298	ECE1

11253	20416	ENSG00000152022	LIX1L

11254	20417	ENSG00000169188	APEX2

11255	20418	ENSG00000215778	ENSG00000215778

11256	20421	ENSG00000114670	NEK11

11257	20423	ENSG00000214476	ENSG00000214476

11258	20425	ENSG00000153936	HS2ST1

11259	20427	ENSG00000185275	CD24

11260	20428	ENSG00000196584	XRCC2

11261	20429	ENSG00000166866	MYO1A

11262	20432	ENSG00000101546	C18orf22

11263	20433	ENSG00000140750	ARHGAP17

11264	20434	ENSG00000110844	PRPF40B

