Ensemble CGE_2A DFC_2A HIP_2A LGE_2A M1C.S1C_2A MFC_2A OFC_2A PCx_2A MGE_2A Ocx_2A HIP_2B HIP_3A S1C_3A V1C_4 STC_3B IPC_3A CBC_4 M1C_3A STR_3A DFC_4
ENSG00000146263 685.627676151761 659.321693421409 396.262976222052 664.252631714092 661.028161957994 554.761922759146 540.809143517954 558.204974344512 632.420822120596 615.238586693767 141.858843438347 77.0122838050475 -31.9825192953929 -22.1744533096206 -9.63460748306232 -31.5315389701897 -31.6404897967479 -35.1805884552845 89.9945342056234 -47.3427701473577
ENSG00000189056 -25.8567515243903 0 0 0 0 0 0 0 0 0 8.37202456300813 8.11566595867208 0 -16.6990561890244 0 0 69.3449773653455 0 21.6797790802846 0
ENSG00000166780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000137843 -219.836815016091 -195.848774098069 -247.244429395325 -160.399705034722 -248.212484395325 -165.076660569953 -213.657808732215 -175.109413054709 -117.570044216633 -187.863364865346 -197.479008762703 -229.334393284214 -89.2536325787601 -2.90707421239837 -52.5312905631775 -139.366697890413 -170.292429418191 -53.4109624170054 -2.97036714092141 0
ENSG00000121848 -7.06765930047426 -6.72706872120597 -7.47023524559621 -6.05017305047426 -6.61124356876694 -7.35840045901085 -7.55217600779133 -3.65572109247968 -6.83782387364499 -6.5757489041328 -6.29978756266937 -8.43413396849593 -6.22418118055555 -5.20950003218157 -6.16117632791328 -6.8014921155149 -5.82766500169376 -6.12797868055555 -6.54257288787263 -5.88526358401084
ENSG00000004897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000084073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000146839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000135093 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000091972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000019582 -96.3184000016938 -66.7542389515583 -24.1132372476287 -110.304348731369 -59.4756965006776 -91.7554185890922 -19.4087081419377 -23.934639076897 -115.836301053523 -71.5640287584689 -109.545857157859 -103.145999061653 -129.387114496951 -119.861841402439 -111.590105731707 -128.757428440041 -108.09123071477 -146.14498197832 -94.4498270816396 -121.759600807927
ENSG00000078579 -2.85397058943089 -2.89879880081301 -5.58048092140922 -2.79152945121951 -5.68378636856369 -2.8808618495935 0 -5.57541153116531 -2.97856800813008 -2.9375381097561 -3.84687941734417 -7.30737247289973 -5.2597816802168 -2.53989417682927 -4.98902805555556 -5.12585075880758 0 -3.83215732384823 -3.8193265108401 -5.1324883299458
ENSG00000168883 126.480798514566 68.9668041886856 11.7137100626694 30.8394790599593 32.8130861941056 89.0652658909213 6.49878086043359 33.1043310924796 11.707050174458 43.5086197781165 5.74130644308944 0 0 0 0 0 0 0 2.78921229336044 -1.72137745934959
ENSG00000133789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000089289 0 0 0 0 0 0 0 0 0 0 3.86439023035231 3.82447630758808 7.15351110094851 0 3.41961638719512 4.17978014227643 0 4.12468413279133 3.69466514905149 0
ENSG00000101407 0 8.8456768394309 2.08678532520325 0 34.4631712457655 30.1657653692412 0 0 13.5686374390244 11.1079721138211 0 0 0 0 0 1.82460297764228 19.8200528082656 1.84774079607046 0 3.57441840955285
ENSG00000101365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000166579 -12.7604026202575 -12.769683524729 -3.35926581978321 -6.7415883976965 0 -23.8872453065719 -3.35116773035231 0 0 -3.35686275067752 -11.1535687449187 -5.91514561991871 0 0 0 0 0 0 0 0
ENSG00000120899 -238.609296292344 -173.373568580623 -216.630065565718 -219.055671764905 -219.312686653117 -147.570803329946 -188.831687615176 -216.055331216125 -240.081227572832 -243.85616401084 -227.021332913279 -170.028131917344 -180.677844722222 -1.73969238313009 -141.737080369241 -193.942882134146 -148.511860084688 -179.12288651084 -185.260354783198 -17.647759447832
ENSG00000076248 117.502758837229 94.3235457579607 119.598707109587 80.9934576905487 107.297831875847 204.91356202998 91.622440449695 47.4996884917005 90.5880692606706 95.387226103489 86.2983860696139 93.5495618148714 7.68397675982385 0 1.33098534383469 7.6250544359756 2.94816447493225 2.96662007113821 0 0
ENSG00000197045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000166167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000135318 -22.1831927439024 -6.86932040142277 -14.2516386534553 -29.3840800355691 -21.5975534756098 -14.2230305640244 -6.88440099085366 -17.9644550050813 -29.2724223119919 -10.3239331961382 -39.6708751168699 -33.6103044207317 -47.0560646019648 -28.4974577439024 -64.8389660382791 -44.2458669698509 -19.6734144308943 -50.7521987008807 -39.9001980436992 -24.467285726626
ENSG00000102678 0 0 0 0 0 0 0 0 0 0 0 0 0 3.22068669207317 0 0 64.6289112042683 0 0 40.5557000990854
ENSG00000125505 -7.79256548272358 -24.5403461500678 0 -18.1705499610434 0 0 -20.3379945105014 0 -1.84701859756098 -3.74195405995935 -3.34144861957994 -1.56151890921409 -8.53099592649051 -1.45983278455285 0 -3.31897196646341 0 -8.57028976117885 -39.530485951897 0
ENSG00000125835 4.80969391429539 7.32645140413278 4.77018450372629 2.3993719054878 18.0803411602303 15.3363860890921 0 0 2.4048974745935 4.85115925982385 0 0 0 0 0 0 0 0 0 0
ENSG00000127580 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000171723 0 0 -3.48666767784553 0 0 0 0 0 0 0 -1.52262575880759 0 0 0 0 0 0 0 0 0
ENSG00000205420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000151665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000213782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000076555 0 0 0 0 0 0 0 0 0 0 0 0 -2.05585211382114 -1.98026778285908 -3.83296515074526 0 0 -2.03512904471545 -2.13484776422764 -15.8587267310298
ENSG00000019505 -85.7738924813686 -59.0573299796748 -2.72749711382114 -42.474295821477 -82.7149100829946 -140.599090633469 -33.0462349186992 2.53739046747967 -5.62847246443089 -11.3806582503388 -5.05064700711382 -2.51564716971544 18.1025635094851 27.367281046748 39.4535510111789 24.4372885162602 5.72237364837399 17.5500135094851 3.04611366869919 30.5432021189024
ENSG00000130005 0 0 0 0 -1.58937734756098 0 0 0 0 0 0 -1.37799448848238 0 -8.61281737974255 0 0 -1.43476870934959 0 0 -1.30130984247967
ENSG00000006062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000146828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000120500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198791 2.07144576558265 0 0 0 0 2.06460399728997 2.28072594850948 0 0 0 6.12913963414635 1.92895887533875 1.91583089430894 0 1.87280694444444 2.02195785907859 0 0 8.25741105013552 0
ENSG00000166037 131.112593060637 127.435600276084 132.744178782181 137.6037569021 119.449010154133 134.887134818767 165.601712450881 116.714856871612 194.834679498645 97.5822293207993 154.074434618902 130.482711827575 144.42255331809 127.059026881775 149.835696924966 134.276961231369 101.227960835027 145.094988887195 144.345950201558 140.823619468157
ENSG00000184674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000129351 101.381672972561 107.939086299119 98.8032077896341 127.064612049458 181.446758589092 131.544017171409 73.2047600999321 128.642991388889 134.207313182588 145.734155662263 35.2353345545393 33.081242623645 36.7740889447832 32.2886019275068 67.6912297476288 60.2811303099594 36.718244419038 42.4975272713415 58.3832141649729 22.7094524441056
ENSG00000182552 0 0 2.86937440210027 0 0 0 0 0 0 0 5.0204422645664 0 0 0 0 0 0 0 0 0
ENSG00000170421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000065427 0 0 0 0 0 0 0 0 0 0 0 0 1.52763387195122 0 0 0 0 0 0 0
ENSG00000066136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58100460196477 0 0 0 0
ENSG00000170365 89.2130235145663 24.4927608502709 71.9288858096205 36.6359550643631 0 28.6307154369918 1.73362926490514 0 37.4517214159891 7.18022422425473 1.55649890921409 40.3346681504066 27.362208844851 0 39.6587701897019 9.51608512703252 32.8865979810299 32.6382925677507 23.4346600101626 34.2778605098239
ENSG00000132635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000119559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000170571 0 -21.816895596206 0 0 -12.0494661009485 -11.9530105623306 -2.28701784214092 -6.75142496612466 0 -9.62710820799458 -28.9242282096883 -35.9135087127371 -28.7673209840786 -22.7857661297426 -23.0980101287263 -16.598729447832 -1.92723473915989 -19.7996275169377 -1.95127654132791 -6.05618950880759
ENSG00000168874 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000039560 496.864023908367 434.598938393462 203.039163647527 496.689066337229 487.289523369749 378.801568383299 326.034604795901 436.149167946308 394.209405944275 364.109444064194 253.563738295224 183.292959856877 396.084161879235 67.4280515794376 151.689425525915 352.790250354844 -25.6361854048103 415.759963796579 116.788741538787 63.3473603751694
ENSG00000087077 3.83418134654471 3.68171205792683 108.051125027947 0 23.2019888617886 3.73561537093495 5.68617431402439 0 15.2635992886179 61.3239214998305 0 3.35340646849594 -4.26667078252032 -8.01281293699186 -3.75020495934959 -4.2963656808943 3.25253298611111 -6.19783537601626 -1.90952580962059 -3.91755649390243
ENSG00000123240 -68.3992427074866 -58.5895356233063 -124.33821595105 -46.0709754183605 -71.9476291200881 -90.4534776837738 -30.7342375084689 -20.871690675813 -5.130923648374 -80.4235928531504 -25.1510154488483 -4.37307572154472 0 0 1.81062580792683 0 -1.42435889905149 0 0 11.1472143089431
ENSG00000066855 124.693221947832 16.2624791869919 3.16074929878049 6.64949600609756 0 6.43588530487805 0 0 6.55656699186991 11.0891726998645 85.1629775575881 2.98247230352304 0 25.5820678285908 9.43377859417344 6.10230806910569 0 0 3.01816516260163 0
ENSG00000166171 0 0 0 0 0 0 0 0 0 0 0 0 0 -6.69988189786585 -3.2594527201897 0 0 0 0 0
ENSG00000120915 -1.24505729336043 0 0 -1.22998826897019 -1.22221348238483 0 0 -1.42380874661247 -1.40851441734418 -1.31835758807588 -1.41150318089431 -1.2372149695122 -1.45447232723577 -11.8478458993902 -18.6160904166667 -4.48411242039295 -1.09815384146342 -4.46606669884823 -4.20821973746612 -8.31422176998645
ENSG00000164588 -335.867875203252 -186.720683004743 -149.544766288957 -403.050934473239 -251.098003428185 -77.8454890718158 -380.070089022697 -69.4289826185638 -202.209939844174 -54.0543699322494 -31.3620831334688 -2.5524577100271 13.2119140514905 26.9914515650407 3.6060133096206 10.0694368902439 23.5195284146342 9.8573023882114 -27.8068942953929 3.83647660230352
ENSG00000103245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000109610 0 0 0 0 0 0 0 0 -3.10015020325203 0 -2.83370840108401 0 0 -2.7875819004065 0 0 0 0 0 -4.55798707655827
ENSG00000092531 0 0 0 0 0 0 0 0 0 0 0 0 -2.66409348577236 0 0 0 0 0 0 0
ENSG00000151148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000213339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000103528 0 -73.0638971426152 -14.9476708299458 0 -2.51999691395664 -142.703937257791 -54.5024213567074 -67.6504642903117 13.8810647256097 -159.264061038279 -54.3445307876016 -69.3646010382791 -340.830562494919 -148.379761417683 -185.739666111111 -335.721768240176 -82.5901102218834 -321.587389522358 -142.886581724255 -84.0071484535908
ENSG00000087087 20.1805914837398 9.38190863821138 0 12.3680058130081 24.778313699187 12.1973396036585 0 9.59351644308942 15.0712533333333 20.1855927845528 0 0 2.16389877371274 8.65152197154472 2.15318367378049 2.24328230352304 0 0 0 0
ENSG00000141052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000171016 132.876450987466 128.389666109417 161.440195835027 140.924857715108 153.511414280149 165.349513091125 142.58527088584 116.953805946816 165.1607556521 125.382510194783 165.91893139397 132.475640479336 128.622698467141 128.569654788279 160.075911028117 126.93103536416 199.831916139905 132.740351536247 214.653373517954 159.577236150068
ENSG00000180398 -2.35644753048781 0 0 -7.05268995088077 -2.19652318089431 -5.3807247950542 -2.21253653455284 0 -7.11240157689703 0 0 -2.19565641598916 -2.06509865176151 -8.50131420223578 -16.6160496985095 -2.15218995934959 -9.07386853150407 -4.8067060348916 -39.1116227235772 -20.705007798103
ENSG00000086589 0 0 0 0 0 0 0 0 0 0 0 0 1.60219460704607 0 0 1.60853142276423 0 1.55773934281843 0 0
ENSG00000185129 0 0 0 0 0 0 0 -4.84784131775068 -10.1772495460705 0 -4.26858648035231 -18.846210355691 -91.7720359485095 -59.7323350829947 -90.9384496070461 -122.650847151084 -22.7492089126016 -63.3688572289973 -29.4011842920054 -42.6672414888212
ENSG00000101200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000137203 -45.2891464159892 -38.4649800135501 -39.3613968834689 -37.278878794038 -40.0404071680217 -36.4969865176152 -31.8097354302168 -39.4725325338753 -38.4090696070461 -39.1523493631436 -48.745142398374 -47.8421348102981 -49.4902456571816 -43.8493416395664 -54.3989810907859 -50.2816209823848 931.776977179878 -38.2843591734417 -44.7268794105691 -47.8416415430217
ENSG00000065320 37.0790086534553 -22.8457914439363 -23.9602338423103 292.104841874153 -19.3154951194106 -19.0201677413618 -17.424686460874 -17.9480520096545 388.461753856707 -23.5532773890583 -21.2607703226626 -16.4401774364837 -15.4121915421748 -30.662626235603 -24.9275782782859 -16.9079065015244 127.977110586043 -12.650402267107 416.235491837737 -22.0483477091802
ENSG00000178395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000072415 92.4836389989837 23.2393837381436 65.9220894241192 56.5480990464092 12.6222720867209 39.2983608451897 23.2077944698509 2.22517157520325 49.8517337415312 23.2538931283875 65.1629184654472 59.2934348712737 -146.248020956978 -148.426722618564 -45.3934467547426 -150.276323572154 -1.76308947831978 -109.284816698848 0 -100.802876712398
ENSG00000136986 0 0 0 0 0 -1.76492052845529 0 0 0 0 10.8746463169038 7.75541514566395 7.46540105352305 41.1151235831639 43.7403499940718 24.656721111958 7.6167776795393 1.64160890243903 7.56835410230354 60.5425541759823
ENSG00000143171 -45.01827 -85.8921640582656 -91.7370633468835 432.926705583503 -85.8667819444445 -77.3520959078591 -82.9017707452575 -86.701644200542 69.2329658418021 -87.5975670867209 -81.0007166260162 -78.8993367344173 -100.368310704607 -88.8313912025745 -88.8243513651762 -103.698761309282 -100.146300338753 -112.007973832995 1126.03232457232 -64.9635416344851
ENSG00000117013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000103222 0 0 0 0 0 0 0 0 1.62197200203252 0 0 0 2.90611745596206 11.9997304556233 12.2360402726965 1.42383180216802 0 0 0 14.9929064854336
ENSG00000168830 -8.60666657181573 -22.8836771256775 -8.75693918360435 0 -27.1966871155149 -9.13175417344175 -20.9696743885501 -24.7629000321816 0 -25.172590276084 -28.5682391243225 -31.347996576897 -29.2715051405827 -29.7139686128049 -30.0951874796748 -29.3480072544038 -26.9302906453252 -24.7475787144309 0 -30.1941520985773
ENSG00000175264 -260.313960522527 -207.795868213923 -122.844765387026 -191.708447837907 -147.658121498137 -263.390557151931 -213.063762258638 -2.11198630420055 -172.426517827744 -257.822706928354 -93.7891130564025 -171.906547299289 24.2745307537263 5.55774097391599 16.984745675813 29.8314717293361 -96.2834756919038 19.2870640667344 -136.567107583841 8.38892536924119
ENSG00000079805 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.3077947078252 -1.26972702235772 0 0 0 -1.36824097391599 0
ENSG00000169876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000137814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000197601 0 0 0 0 0 0 0 0 0 0 0 0 -7.26357701727642 -3.51357891260163 -1.6963494054878 -1.8749435857046 0 -9.0510435602981 -1.9592495748645 -1.62680634146341
ENSG00000140320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000065328 622.777856388042 523.38111243479 485.186263810129 482.429538810129 550.527653400237 589.936465127879 456.034923430725 460.4976134917 519.099435791836 556.398351713245 246.477842730353 208.700320929878 -56.3972943428184 -54.818964149729 -49.6384908265582 -45.2806823746612 -15.0465771138211 -53.2814075948509 -15.0025285772357 -56.8462837686314
ENSG00000131979 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.925507296747969 -0.896823338414635 0 0 0 0 -0.861605757113823
ENSG00000182687 0 0 0 0 0 0 0 0 0 0 0 0 5.03040253218158 0 0 2.84219703252033 0 4.92434155657182 0 0
ENSG00000067141 0 0 0 0 0 -19.898859149729 -4.15342549796748 11.9796272831978 0 0 19.9054931808943 1.77429126185637 0 203.19932640752 54.3933241556572 24.4797287025746 89.5675207723578 0 0 172.063001058604
ENSG00000170876 0 0 0 0 0 0 0 0 0 0 0 0 0 18.2388115684282 7.7930481605691 0 4.73178677845529 0 0 2.89434207317073
ENSG00000132912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000181588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000144857 128.582566664126 467.63651189109 346.498818152947 193.481990620765 534.929610278624 483.444344021849 496.324948693259 440.186803642446 15.8631319190379 511.544000288787 251.754988664465 428.291792107893 -30.1689423357046 -19.6634963482385 -37.6467139939024 -30.6230537110433 482.638304231877 -43.0970580132114 -91.4095652964092 -88.8159014397019
ENSG00000164548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000103540 0 0 0 0 0 0 0 0 0 0 11.862309178523 0 0 0 0 3.72024451897019 0 1.83291148882114 3.6627287601626 0
ENSG00000140463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000082458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000006740 -461.054264060806 -274.840797920054 -360.355978587399 -443.322480625847 -287.33304227981 -273.223915653794 -310.408662598239 -247.040148519648 -492.230143278286 -300.588845064363 -356.310945929878 -317.601414566395 32.6381966700542 -31.1256495460705 -168.696399434282 27.9422494376694 -326.766962699864 30.3473153252033 -363.575462318767 -31.444068626355
ENSG00000127588 -55.6936704573171 -48.3139953150407 -47.6906451117886 -62.312828445122 -61.7315878353659 -48.4268700101626 -54.4038615447154 -55.0716744512195 -47.2966525304878 -60.6666690548781 -70.9832498340108 -70.8028973949864 -52.2047219071816 -77.4853723814363 -71.0695809857723 -64.0250731605691 -75.4126678150406 -64.8327583163957 -58.2857042174797 -71.6330579369919
ENSG00000071655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000120314 2.07225196646342 0 0 0 0 0 0 0 2.01814166158536 2.07931851117886 0 0 1.82170452405149 3.62811174796748 0 0 0 1.77717178692412 1.85353598069106 3.43291781504065
ENSG00000162761 -4.0811743495935 -3.97468705284553 386.875490462398 -4.02685197154472 -3.90956662601626 -5.96761453252033 -4.0951537601626 -4.21246 -3.81461652439025 -4.18355050813008 3.1015997645664 -3.41042576558265 -3.75883829945799 -3.99881763211382 -4.04536198170732 -4.00828247289973 -1.5899216802168 -3.78988111788618 -3.99108367886178 -3.92335915650406
ENSG00000177692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000169105 3.97551904471545 3.97687475609756 0 0 31.6486792098577 11.6046785873984 21.021739970359 1.94167212398374 0 3.87144465447154 0 6.86178461720867 0 0 0 0 0 0 0 0
ENSG00000169871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000110921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000147065 16.2181043013211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3.15646931402439
ENSG00000164815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000171793 33.9622227354336 99.1041870359079 0 34.0079785077913 88.5828423865175 77.9664227710027 15.4634208079268 33.9531068004742 22.0108650389566 89.0717370918021 2.24697326558266 0 8.38920377371274 9.47334796070461 11.1861419563008 2.3631895392954 0 2.29918863821138 71.6593858350272 0
ENSG00000166257 -144.998045996782 -95.4796368436654 -52.1025559688347 8.82583482215447 -77.006574666328 -83.1972278243564 -14.3923219817073 8.92670741361788 8.74741482215447 -86.2782041048443 11.94103412771 13.4305832063008 15.9793478133469 16.7402626033198 16.1507827659214 16.4311772442412 16.2649830436992 15.9102292767615 15.672551824187 22.5495198492547
ENSG00000134001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000159131 45.0228130801151 59.8264909103996 41.1278266751354 40.894878829607 96.8699001532859 110.967139452066 70.6881925160907 39.3767685348916 40.8682470613143 85.4162259459687 71.3448479547765 68.1688009764567 96.5691257969173 29.3097270799458 30.9382570816395 107.87484352727 10.1929081063686 88.5057817793021 39.970495356538 39.3812253870257
ENSG00000112234 0 0 0 0 0 0 0 0 0 0 0 -3.01292526084011 -3.08310234078591 0 0 0 0 -3.25025975271003 0 -3.03136257113821
ENSG00000147573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198554 517.555301803862 468.102166365176 435.105114979674 487.725654170054 558.445233816056 532.301344253048 399.147666937669 447.716679827236 480.624746006097 560.957113511179 253.793121299119 216.973160990854 53.2587150813009 -53.4369058799119 -24.3080309959349 51.3681537279811 45.9992247544038 36.392536897019 171.855808042852 -50.9300693783875
ENSG00000162909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4.41854566903794 0 0 0 0
ENSG00000166133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198171 -89.7630751981708 -41.2044632554201 -87.7825645274392 -1.53836212737128 -1.54988272696477 -6.17252567750679 -1.60372108062331 -39.4628545765583 0 -59.9771541598917 -75.4049248323171 -77.6040496019648 -33.2925590887534 0 -1.36890547086721 -22.4250030318428 -1.38361340785908 -43.4768750101626 -82.4266927455962 -1.34879280318428
ENSG00000164167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000127540 0 0 0 0 0 0 0 0 0 0 0 0 0 -26.9237552269647 0 0 0 0 0 -24.1026836924119
ENSG00000069869 142.228554987296 92.1644877955623 0 2.50025819444444 147.212271150915 0 160.855359576558 25.7398465243902 6.38714868563684 51.2617320968834 0 0 -5.89451013550135 0 -1.25038022611789 -4.15495802845528 -5.74840699186991 -4.1719993902439 -4.23737560975609 -7.50976979674797
ENSG00000132300 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000121680 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000033178 0 0 0 2.01242584349593 0 0 0 0 0 0 53.9567014193767 1.85995555555556 0 19.0320812974255 1.67215630081301 0 0 0 0 15.3078396917344
ENSG00000071564 224.09745268208 214.951857651592 260.347459785738 165.654076606538 340.080582748137 276.388429101457 179.326717378895 277.764182536416 207.433616772527 259.68445393208 114.103612389058 59.637617958164 1.53158056233062 4.39614707232384 45.5825784629065 4.90427294884824 53.6288562135841 3.17484074356369 1.56951788617886 -2.10849148373984
ENSG00000166261 0 12.7056381842818 0 0 1.4896152201897 0 0 0 0 0 0 0 132.925178400237 76.2750872264566 62.6610702947154 170.749443950711 15.0486255538618 143.068609631606 78.0946455072832 58.9164217428862
ENSG00000170948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000143149 0 0 0 0 0 0 0 0 0 0 0 4.32081037601626 0 0 0 0 0 0 0 0
ENSG00000172867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000152268 -120.819886864837 -187.502724429201 -165.834564246274 -3.71568023882114 -156.64672411416 -165.538508148713 -86.1088773492548 -47.1349591785231 0 -86.8431369630759 -42.6350386500678 -6.7234366751355 -42.4611993004742 -9.67483466971545 -31.5948168258808 -185.025132415312 153.550586810637 -41.0618522273035 55.3561455047426 0
ENSG00000038210 0 0 0 0 0 0 0 0 0 2.85243539972899 0 0 0 0 0 0 0 0 0 0
ENSG00000166189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000115548 112.971855201558 119.934505696138 188.303241845359 132.242268460366 118.655245045732 141.904936170393 96.8457761805555 166.235456049288 33.8284108384146 132.822648460366 0 50.1045455928185 0 0 -4.95936583333333 0 0 0 18.5512099983062 -47.3368510569106
ENSG00000167613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000142453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000106367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000104763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000135365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000185917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000115705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000167768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000184481 0 0 0 -2.64113091463415 0 0 0 0 -2.82333487804878 0 -2.48597260840108 -2.45135013211382 -15.0124629844173 -114.492749552846 -96.749184375 -12.5311013482385 -12.412110799458 -2.42781538279133 -111.129556803862 -114.474983094512
ENSG00000129673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000143183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000130803 0 0 0 0 0 0 0 0 0 0 0 0 11.1576239617209 0 0 21.2442523831301 0 15.3605125 0 0
ENSG00000168228 0 0 0 0 0 0 0 0 0 9.9697852710027 0 0 0 0 0 0 0 0 0 0
ENSG00000156802 644.442222336551 513.775770764736 329.244403747459 547.615187875169 562.327313976118 479.868970927337 452.175077909045 341.932325095697 468.510503515413 504.674560805386 238.598424594343 168.792869333503 -33.420745602981 -35.7332035840108 -43.5608351084011 -23.7258741395664 -13.4424302947154 -31.8293764972899 -2.60656735433604 -69.8112683265583
ENSG00000131503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145901 0 0 32.2223334095528 0 1.44390179878049 0 0 0 0 0 0 0 0 0 0 0 -1.36553888888889 0 0 0
